Contrato;Empresa;Cód. Obra;Obra;Cód. Fornecedor;Fornecedor*;CPF/CNPJ Fornecedor; Objeto do Contrato;Data do Contrato;Data de Término;Situação do Contrato;Data da alteração de situação;Descrição da alteração de situação;Responsável;Situação de Autorização;Autorizado por;Cód. Tipo do Contrato;Tipo do Contrato;Total Mão de Obra;Total Material;Total;Total Medido;Saldo;Cód. Centro custo previsão;Centro custo previsão;Cód. departamento previsão;Departamento previsão;Observação da previsão;Total em Aberto;Total Sinal;Cód. Centro custo sinal;Centro custo sinal;Cód. Departamento sinal;Departamento sinal;Vencimento do sinal;Observação do sinal;Retém impostos no sinal;Total Fat. Direto;Total Fat. Direto Vinculado;Fat. direto outro(s) contrato(s);Fat. direto considera indice;Fat. direto por desconto
CTF/7000236;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70014;JURIDICO;1154;ERIKA FARAH DE MELLO SOCIEDADE INDIVIDUAL DE ADVOCACIA;42.377.745/0001-14;HONORARIOS ADV - ERIKA FARAH SOC. ADV;03/07/2024;31/12/2025;Parcialmente medido;;;KATIA SANGALI;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 14.000,00;;R$ 14.000,00;R$ 5.600,00;R$ 8.400,00;70014;JURIDICO;9;JURIDICO;;R$ 9.200,00;;;;;;;;não;;;não;não;não
CTF/7000235;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70019;MARKETING;2677;FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.;13.347.016/0001-17;CAMPANHA FACEBOOK/INSTAGRAN;03/07/2024;30/12/2025;Parcialmente medido;;;RENATA CRISTINA VIEIRA GARCIA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 7.500,00;;R$ 7.500,00;R$ 4.942,68;R$ 2.557,32;70019;MARKETING;6;MARKETING;"SC1595 #387
CAMPANHA FACEBOOK/INSTAGRAM ";R$ 6.506,59;;;;;;;;não;;;não;não;não
CTF/7000234;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;50090;DISTRITQ;3756;JORGE TARQUINI COMUNICACAO EMPRESARIAL LTDA;05.445.098/0001-04;CRIAÇÃO DE CASE PARA O DISTRITO - SCRIBAS;01/07/2024;01/11/2024;Concluído;23/07/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RENATA CRISTINA VIEIRA GARCIA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 30.000,00;;R$ 30.000,00;R$ 30.000,00;;70072;DISTRITQ;6;MARKETING;;;;;;;;;;não;;;não;não;não
CTF/7000233;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70021;Gente e Gestão;3895;MINDMASTER EDUCACAO LTDA;51.008.278/0001-46;CURSO GESTÃO AGIL 2.0 - 100%SERVIÇO;28/06/2024;15/09/2024;Concluído;20/08/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;TIAGO SOUZA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 44.300,00;;R$ 44.300,00;R$ 44.300,00;;70021;Gente e Gestão;11;GENTE E GESTÃO;;;;;;;;;;não;;;não;não;não
CTF/7000232;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70100;ESPAÇO ARQOS;3889;ERE LAB CRIACAO E DESENVOLVIMENTO DE EQUIPAMENTOS LTDA.;09.537.837/0001-49;COMPRA DE BRINQUEDOS PARA ESPAÇO ARQOS;24/06/2024;06/01/2025;Concluído;10/12/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;KAREN ALVES;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;;R$ 119.299,06;R$ 119.299,06;R$ 119.299,06;;70100;ESPAÇO ARQOS;14;PLANEJAMENTO;;;;;;;;;;não;;;não;não;não
CTF/7000231;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70100;ESPAÇO ARQOS;3863;AZUL LIGHT COMERCIO, IMPORTACAO E EXPORTACAO DE ELETRONICOS LTDA;47.417.507/0001-09;INSTALAÇÃO E FORNECIMENTO DE PAINEL LED - 100K SERVIÇOS / SALDO MAT;19/06/2024;31/08/2024;Concluído;17/09/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 100.000,00;R$ 50.739,73;R$ 150.739,73;R$ 150.739,73;;70100;ESPAÇO ARQOS;5;ENGENHARIA;Contratação Felipe Led espaço Arqos (Reforma Stand);;;;;;;;;não;;;não;não;não
CTF/7000230;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;50050;MANUTENÇÃO DE AREAS - FPN;3113;ERISVAN NASCIMENTO DOS SANTOS 03024132511;31.504.833/0001-13;SERVIÇO DE ROÇADA;18/06/2024;31/07/2024;Concluído;05/07/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;ANA PAULA MINOMO;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 8.000,00;;R$ 8.000,00;R$ 8.000,00;;70070;MANUTENÇÃO DE AREAS FPN;18;PRODUTO;;;;;;;;;;não;;;não;não;não
CTF/7000229;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70100;ESPAÇO ARQOS;3864;D BRITOS MOVEIS LTDA;12.475.210/0001-15;CONTRATAÇÃO DE MARCENARIA PARA REFORMA NO ESPAÇO ARQOS - 100%MATERIAL;13/06/2024;15/05/2025;Parcialmente medido;01/04/2025;"Situação alterada através de liberação de medições. O contrato foi totalmente medido.

Situação alterada para inclusão de aditivo. 01/04";RAFAEL SUDA;Aguardando autorização;Matheus Maia Elias ;3;MATERIAIS;;R$ 117.520,00;R$ 117.520,00;R$ 104.000,00;R$ 13.520,00;70100;ESPAÇO ARQOS;5;ENGENHARIA;;R$ 13.520,00;;;;;;;;não;;;não;não;não
CTF/7000228;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70019;MARKETING;3262;SRM MASS COMUNICATION LTDA;02.385.221/0001-50;PUBLICAÇÃO JOURNAL BRAZIL - SRM MASS;10/06/2024;10/08/2024;Parcialmente medido;08/07/2024;"Situação alterada através de liberação de medições. O contrato foi totalmente medido.
1 - Contrato ativo, para regularização de ADT ";RENATA CRISTINA VIEIRA GARCIA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 50.000,00;;R$ 50.000,00;R$ 45.000,00;R$ 5.000,00;70019;MARKETING;6;MARKETING;;R$ 50.000,00;;;;;;;;não;;;não;não;não
CTF/7000227;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70047;PRESIDENCIA;1038;GOLDEN-ALPHA COMERCIO DE SOM E ACESSORIOS AUTOMOTIVOS LTA;08.885.945/0001-40;INSULFILM PARA APLICAÇÃO NA SALA DE AMAMENTAÇÃO - 100%MATERIAL;11/06/2024;24/07/2024;Concluído;26/06/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;FELIPE CHUKR;Aprovada;Sienge Api;3;MATERIAIS;;R$ 1.100,00;R$ 1.100,00;R$ 1.100,00;;70047;PRESIDENCIA;17;PRESIDENCIA;;;;;;;;;;não;;;não;não;não
CTF/7000226;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70021;Gente e Gestão;2879;MIRANDA E CAVALCANTE SERVICOS DE PORTARIA E LIMPEZA LTDA;29.062.842/0001-50;RECEPCIONISTA - MIRANDASERV;11/06/2024;03/06/2025;Rescindido;02/01/2025;ADT NEGATIVO REALIZADO, BAIXA DO CTF CONFIRMADO PELA AREA.;TIAGO SOUZA;Aprovada;LILIANE SILVA;2;MÃO DE OBRA;;;;;;;;;;;;;;;;;;;não;;;não;não;não
CTF/7000225;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70021;Gente e Gestão;3840;HR INOVACAO CONSULTORIA LTDA;36.519.949/0001-40;TREINAMENTO/ MENTORIA EM IA - HR INOVAÇÃO;31/05/2024;31/12/2025;Pendente;;;TIAGO SOUZA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 12.000,00;;R$ 12.000,00;;R$ 12.000,00;70021;Gente e Gestão;11;GENTE E GESTÃO;;R$ 12.000,00;;;;;;;;não;;;não;não;não
CTF/7000224;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70100;ESPAÇO ARQOS;2706;NEWTECH SOLUCOES EM INFRAESTRUTURA DE REDES E ELETRICA LTDA;22.235.033/0001-53;SISTEMA DE DADOS (ESPAÇO ARQOS) - NEWTECH (M.O 80% X 20%);04/06/2024;30/11/2024;Concluído;02/09/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 10.650,00;R$ 12.360,96;R$ 23.010,96;R$ 23.010,60;;70100;ESPAÇO ARQOS;5;ENGENHARIA;;;;;;;;;;não;;;não;não;não
CTF/7000223;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70020;FACILITIES;3655;J.M. CONSTANTE COMPUTADORES LTDA;08.189.576/0001-50;MANUTENÇÃO DE LAPTOP'S - J.M CONSTANTE;24/05/2024;24/09/2024;Parcialmente medido;;;TIAGO SOUZA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 1.890,00;;R$ 1.890,00;R$ 310,00;R$ 1.580,00;70020;FACILITIES;19;FACILITIES;;R$ 1.580,00;;;;;;;;não;;;não;não;não
CTF/7000222;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70023;PROJETOS EM PROSPECÇÃO;484;STRATO URBANISMO LTDA;40.215.668/0001-70;DESENVOLVIMENTO DE ESTUDO URBANÍSTICO PARA NOVOS NEGÓCIOS;29/05/2024;29/07/2024;Concluído;01/08/2024;Situa��o alterada atrav�s de libera��o de medi��es. O contrato foi totalmente medido.;ANA PAULA MINOMO;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 14.500,00;;R$ 14.500,00;R$ 14.500,00;;70023;PROJETOS EM PROSPECÇÃO;18;PRODUTO;;;;;;;;;;não;;;não;não;não
CTF/7000221;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70100;ESPAÇO ARQOS;3858;PLANEJADOS ONLINE COMERCIO DE MOVEIS LTDA.;26.718.451/0001-52;REINSTALAÇÃO DE PERSIANAS E RECORTE - 100% MATERIAL;24/05/2024;25/12/2024;Concluído;17/09/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 800,00;R$ 3.400,00;R$ 4.200,00;R$ 4.200,00;;70100;ESPAÇO ARQOS;5;ENGENHARIA;"ADT 2 - SC1783 #853  - TROCA DE MOTOR DA PERSIANA - AUMENTO DE ESCOPO (REAJUSTE)
VALOR: R$ 800,00
";;;;;;;;;não;;;não;não;não
CTF/7000220;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;50050;MANUTENÇÃO DE AREAS - FPN;614;TOPOGRAF AGRIMENSURA LTDA;58.975.541/0001-15;PROJETO DE DRENAGEM LOTES 6 e 7 F2R4 - TOPOGRAF;23/05/2024;24/09/2024;Concluído;10/07/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 5.000,00;;R$ 5.000,00;R$ 5.000,00;;70070;MANUTENÇÃO DE AREAS FPN;5;ENGENHARIA;;;;;;;;;;não;;;não;não;não
CTF/7000219;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70021;Gente e Gestão;2709;ALL COPIAS;56.927.924/0001-92;SERVIÇOS GRAFICOS - ALL CÓPIAS;22/05/2024;22/09/2024;Rescindido;26/12/2024;ADT NEGATIVO, REALIZADO A PEDIDO DA AREA (PALNILHA DE ORÇAMENTO ANUAL 2025);TIAGO SOUZA;Aguardando autorização;LILIANE SILVA;1;MATERIAIS E MÃO DE OBRA;;R$ 142,04;R$ 142,04;;;70021;Gente e Gestão;11;GENTE E GESTÃO;;;;;;;;;;não;;;não;não;não
CTF/7000218;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70023;PROJETOS EM PROSPECÇÃO;3664;NAVARRO ADVOGADOS;04.095.385/0001-79;HONORARIOS ADVOCATÍCIOS - NAVARRO ADV'S;22/05/2024;31/12/2024;Parcialmente medido;;;KATIA SANGALI;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 161.426,14;;R$ 161.426,14;R$ 126.413,58;R$ 35.012,56;70023;PROJETOS EM PROSPECÇÃO;13;INCORPORAÇÃO;;R$ 35.012,56;;;;;;;;não;;;não;não;não
CTF/7000217;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70100;ESPAÇO ARQOS;3798;CORTESIA SERVICOS DE CONCRETAGEM LTDA.;49.803.158/0003-50;SERVIÇO DE CONCRETAGEM (FAT DIRETO CTF/7000201) - CORTESIA;14/05/2024;14/07/2025;Concluído;06/02/2025;Feito a ultima medição pela engenharia no valor de 21mil e ajustamos o saldo para voltar para o contrato mãe, como não haverá mais o que pagar, concluímos o ctf.;RAFAEL SUDA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 21.221,60;;R$ 21.221,60;R$ 21.221,60;;70100;ESPAÇO ARQOS;5;ENGENHARIA;;;;;;;;;;não;;;sim;não;não
CTF/7000216;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;50090;DISTRITQ;1058;GDN SALVADOR CONSULTORIA;17.487.796/0001-51;CONSULTORIA AMBIENTAL - GDN;13/05/2024;25/05/2025;Concluído;12/12/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;KAREN ALVES;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 16.450,00;;R$ 16.450,00;R$ 16.450,00;;70072;DISTRITQ;14;PLANEJAMENTO;;;;;;;;;;não;;;não;não;não
CTF/7000215;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70100;ESPAÇO ARQOS;3819;ECOSTANDS-SERVICOS DE MONTAGENS DE STANDS LTDA;12.410.588/0001-30;REMANEJAMENTO E INSTALAÇÃO DE AR CONDICIONADO REFORMA STAND - ECOAR;10/05/2024;25/01/2025;Concluído;09/01/2025;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 24.076,64;R$ 6.800,00;R$ 30.876,64;R$ 30.876,64;;70100;ESPAÇO ARQOS;5;ENGENHARIA;;;;;;;;;;não;R$ 5.600,00;R$ 5.248,34;não;não;não
CTF/7000214;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70021;Gente e Gestão;3818;VACICLIN CLINICA MEDICA E VACINAS LTDA;02.772.405/0001-73;CAMPANHA DE VACINAÇÃO DA GRIPE 2024 - VACICLIN;09/05/2024;25/12/2025;Parcialmente medido;;;TIAGO SOUZA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 4.700,00;;R$ 4.700,00;R$ 1.725,00;R$ 2.975,00;70021;Gente e Gestão;11;GENTE E GESTÃO;;R$ 2.975,00;;;;;;;;não;;;não;não;não
CTF/7000213;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70023;PROJETOS EM PROSPECÇÃO;614;TOPOGRAF AGRIMENSURA LTDA;58.975.541/0001-15;LEVANTAMENTO PLANIALTIMÉTRICO - TOPOGRAF;07/05/2024;07/09/2024;Concluído;11/06/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;Victoria Herendy;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 4.800,00;;R$ 4.800,00;R$ 4.800,00;;70023;PROJETOS EM PROSPECÇÃO;13;INCORPORAÇÃO;;;;;;;;;;não;;;não;não;não
CTF/7000212;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70023;PROJETOS EM PROSPECÇÃO;3538;CONAM - CONSULTORIA AMBIENTAL LTDA;06.316.940/0001-70;AVALIAÇÃO AMBIENTAL PRELIMINAR - CONAN;07/05/2024;07/09/2024;Concluído;12/07/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;Victoria Herendy;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 11.500,00;;R$ 11.500,00;R$ 11.500,00;;70023;PROJETOS EM PROSPECÇÃO;13;INCORPORAÇÃO;;;;;;;;;;não;;;não;não;não
CTF/7000211;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70042;PLANEJAMENTO;634;CTE CENTRO DE TREINAMENTO EMPRESARIAL LTDA;10.397.872/0001-99;ASSOCIAÇÃO AO ENREDES - CTE;02/05/2024;02/03/2025;Concluído;09/12/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;KAREN ALVES;Aprovada;INGRID ARAUJO SILVA;2;MÃO DE OBRA;R$ 33.003,00;;R$ 33.003,00;R$ 33.003,00;;70042;PLANEJAMENTO;14;PLANEJAMENTO;;;;;;;;;;não;;;não;não;não
CTF/7000210;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70100;ESPAÇO ARQOS;3642;I V DE SOUSA LOCACOES E TRANSPORTES;22.259.354/0001-98;LOCAÇÃO DE BOBCAT PARA ACERTO DE TERRENO - IV DE SOUZA 85% EQUIP 15% M.O;30/04/2024;30/05/2024;Concluído;27/05/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;;R$ 5.500,00;R$ 5.500,00;R$ 5.500,00;;70100;ESPAÇO ARQOS;5;ENGENHARIA;;;;;;;;;;não;;;não;não;não
CTF/7000209;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70020;FACILITIES;1970;PORTO SEGURO;61.198.164/0001-60;SEGUROS ESCRITÓRIO CENTRAL ARQOS - PORTO SEGUROS;19/04/2024;19/04/2025;Concluído;18/09/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;FELIPE CHUKR;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 599,87;;R$ 599,87;R$ 599,87;;70020;FACILITIES;19;FACILITIES;;;;;;;;;;não;;;não;não;não
CTF/7000208;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70020;FACILITIES;2808;DSGLASS COM E SERVICOS DE VIDROS LTDA	;43.358.313/0001-29;CONSERTO PORTA DE ABERTURA CENTRAL DA SEDE - DGLASS;16/04/2024;30/05/2024;Pendente;;;FELIPE CHUKR;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;;R$ 3.900,00;R$ 3.900,00;;R$ 3.900,00;70020;FACILITIES;19;FACILITIES;;R$ 3.900,00;;;;;;;;não;;;não;não;não
CTF/7000207;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70043;INCORPORAÇÃO;3753;KBM INTELIGENCIA CORPORATIVA ASSESSORIA EMPRESARIAL LTDA;06.247.590/0001-38;PLATAFORMA DE PESQUISA DE MERCADO - GEOBRAIN 100%SERVIÇOS;15/04/2024;15/05/2025;Parcialmente medido;;;Victoria Herendy;Aprovada;INGRID ARAUJO SILVA;1;MATERIAIS E MÃO DE OBRA;;R$ 62.595,00;R$ 62.595,00;R$ 62.595,00;;70043;INCORPORAÇÃO;13;INCORPORAÇÃO;;;;;;;;;;não;;;não;não;não
CTF/7000206;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;50050;MANUTENÇÃO DE AREAS - FPN;3340;PETROSERV COMERCIO DE DERIVADOS DE PETROLEO LTDA;43.227.610/0001-35;COMBUSTIVEL - FAT DIRETO (CTF/7000177) - 100% SERVIÇOS;10/04/2024;10/12/2024;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;;R$ 100.000,00;R$ 100.000,00;R$ 40.531,50;R$ 59.468,50;70070;MANUTENÇÃO DE AREAS FPN;16;LOTEAMENTO;FAT DIRETO DO CTF MAE 7000177 (COMBUSTIVEL PARA AS MAQUINAS DE TERRAPLENAGEM);R$ 59.468,50;;;;;;;;não;;;sim;não;não
CTF/7000205;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;50090;DISTRITQ;1206;INFRATOP TOPOGRAFIA E OBRAS DE INFRAESTU;30.606.888/0001-71;LEVANTAMENTO PLANIALTIMÉTRICO - INFRATOP 100%SERVIÇOS;08/04/2024;08/11/2024;Concluído;23/05/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;ANA PAULA MINOMO;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 11.500,00;;R$ 11.500,00;R$ 11.500,00;;70072;DISTRITQ;18;PRODUTO;;;;;;;;;;não;;;não;não;não
CTF/7000204;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70019;MARKETING;2709;ALL COPIAS;56.927.924/0001-92;SERVIÇOS GRAFICOS - ALL CÓPIAS;08/04/2024;08/09/2024;Rescindido;27/06/2024;SALDO RETIRADO A PEDIDO DA AREA DE MKT EM 27/06.;RENATA CRISTINA VIEIRA GARCIA;Aguardando autorização;LILIANE SILVA;2;MÃO DE OBRA;R$ 184,30;;R$ 184,30;;;70019;MARKETING;6;MARKETING;;;;;;;;;;não;;;não;não;não
CTF/7000203;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70021;Gente e Gestão;3459;CAMILA BRAZ COMITRE ABREU 32072679800;24.264.562/0001-00;PROGRAMA DE EDUCAÇÃO CORPORATIVA - T & D;08/04/2024;30/12/2024;Rescindido;26/12/2024;ADT NEGATIVO, REALIZADO A PEDIDO DA AREA (PALNILHA DE ORÇAMENTO ANUAL 2025);TIAGO SOUZA;Aprovada;LILIANE SILVA;2;MÃO DE OBRA;R$ 100.199,00;;R$ 100.199,00;R$ 100.199,00;;70021;Gente e Gestão;11;GENTE E GESTÃO;;;;;;;;;;não;;;não;não;não
CTF/7000202;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;50090;DISTRITQ;3097;GRAFTEC GRAFICA E EDITORA LTDA;04.059.685/0001-00;IMPRESSÃO BOOK EIV E RIT - GRAFTEC 100%SERVIÇOS;08/04/2024;08/06/2024;Concluído;10/04/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;ANA PAULA MINOMO;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 1.760,00;;R$ 1.760,00;R$ 1.760,00;;70072;DISTRITQ;18;PRODUTO;;;;;;;;;;não;;;não;não;não
CTF/7000201;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70100;ESPAÇO ARQOS;3786;CUB SERVICOS DE ENGENHARIA EIRELI;07.999.806/0001-84;SERVIÇO DE REFORMA DO STAND ESPAÇO ARQOS - CUB ENGENHARIA;08/04/2024;30/04/2025;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 481.998,08;R$ 576.489,60;R$ 1.058.487,68;R$ 1.010.773,76;R$ 47.713,92;70100;ESPAÇO ARQOS;5;ENGENHARIA;;R$ 47.713,92;;;;;;;;não;R$ 243.307,56;R$ 243.307,56;não;não;não
CTF/7000200;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70019;MARKETING;3756;JORGE TARQUINI COMUNICACAO EMPRESARIAL LTDA;05.445.098/0001-04;PRODUÇÃO DE CASE PARA PREMIAÇÃO MASTER IMOB. - JORGE TARQUINI 100%SERVIÇOS;01/04/2024;01/08/2024;Concluído;18/09/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RENATA CRISTINA VIEIRA GARCIA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 50.000,00;;R$ 50.000,00;R$ 50.000,00;;70019;MARKETING;6;MARKETING;;;;;;;;;;não;;;não;não;não
CTF/7000199;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70023;PROJETOS EM PROSPECÇÃO;3577;LUMATTEK DOCUMENTACAO IMOBILIARIA  EIRELI;11.851.411/0001-07;EVTL DE AREA EM PROSPECÇÃO - LUMATTEK 100%SERVIÇOS;27/03/2024;27/06/2024;Concluído;06/06/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;Victoria Herendy;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 13.904,00;;R$ 13.904,00;R$ 13.904,00;;70023;PROJETOS EM PROSPECÇÃO;13;INCORPORAÇÃO;;;;;;;;;;não;;;não;não;não
CTF/7000198;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;50090;DISTRITQ;456;CATUI ENGENHARIA LTDA;07.847.697/0001-80;CONTRATAÇÃO DE EMPRESA PARA ADEQUAÇÃO DO PROJETO DO BOOSTER - CATUI 100%SERVIÇOS;20/03/2024;20/06/2024;Parcialmente medido;;;FELIPE CHUKR;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 10.500,00;;R$ 10.500,00;R$ 3.150,00;R$ 7.350,00;70072;DISTRITQ;16;LOTEAMENTO;;R$ 7.350,00;;;;;;;;não;;;não;não;não
CTF/7000196;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;70100;ESPAÇO ARQOS;2726;DEUTZ DO BRASIL LTDA;49.043.631/0001-87;MANUTENÇÃO DE GERADOR - STAND (DEUTZ);18/03/2024;18/12/2025;Parcialmente medido;;;RAFAEL SUDA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 4.181,82;R$ 400,00;R$ 4.581,82;R$ 2.400,00;R$ 2.181,82;70100;ESPAÇO ARQOS;5;ENGENHARIA;;R$ 2.181,82;;;;;;;;não;;;não;não;não
CTF/7000195;700 - TERRAS DE SANTANA DE PARNAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;50090;DISTRITQ;3725;PEDRO FERNANDES VASCONCELOS;10.385.498/0001-01;IMPLANTAÇÃO HUMANIZADA - PVID 100%SERVIÇOS;07/03/2024;07/12/2024;Parcialmente medido;;;ANA PAULA MINOMO;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 120.825,00;;R$ 120.825,00;R$ 94.825,00;R$ 26.000,00;70072;DISTRITQ;18;PRODUTO;;R$ 26.000,00;;;;;;;;não;;;não;não;não
